ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target,Drug_Name,Drug_Loading_mg_mL,EE_Percent
NE_0670,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.16,0,Curcumin,11.33,72.2
NE_0671,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.318,0,Curcumin,9.41,84.39
NE_0672,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.357,0,Celecoxib,147.82,70.9
NE_0673,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.347,0,Curcumin,16.24,76.29
NE_0674,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.221,0,Curcumin,12.76,86.26
NE_0675,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.211,0,Paclitaxel,3.44,74.27
NE_0676,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.131,1,Celecoxib,158.8,94.58
NE_0677,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.344,0,Paclitaxel,4.43,85.07
NE_0678,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.134,1,Celecoxib,145.0,95.7
NE_0679,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.216,0,Paclitaxel,5.71,86.04
NE_0680,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.167,0,Curcumin,17.95,72.57
NE_0681,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.138,0,Paclitaxel,2.34,84.95
NE_0682,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.404,0,Ibuprofen,42.18,81.16
NE_0683,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.403,0,Curcumin,16.35,88.04
NE_0684,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.111,0,Curcumin,8.13,79.37
NE_0685,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.319,0,Paclitaxel,4.15,86.2
NE_0686,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.427,0,Celecoxib,204.2,78.7
NE_0687,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.267,1,Celecoxib,163.12,98.42
NE_0688,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.28,1,Celecoxib,165.63,98.77
NE_0689,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.285,0,Curcumin,12.93,76.78
NE_0690,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.365,0,Ibuprofen,42.84,73.32
NE_0691,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.316,0,Paclitaxel,2.77,72.9
NE_0692,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.299,1,Celecoxib,179.29,94.69
NE_0693,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.347,0,Paclitaxel,5.56,87.77
NE_0694,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.439,0,Curcumin,16.87,81.67
NE_0695,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.228,1,Ibuprofen,53.35,92.91
NE_0696,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.388,0,Ibuprofen,33.82,75.61
NE_0697,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.417,0,Ibuprofen,49.54,82.48
NE_0698,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.334,0,Curcumin,8.97,74.9
NE_0699,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.405,0,Curcumin,17.8,87.01
NE_0700,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.259,0,Ibuprofen,37.31,88.44
NE_0701,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.245,1,Celecoxib,153.03,92.73
NE_0702,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.269,0,Ibuprofen,48.34,71.72
NE_0703,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.136,0,Ibuprofen,33.11,87.84
NE_0704,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.183,0,Ibuprofen,45.25,86.12
NE_0705,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.105,0,Curcumin,17.77,81.17
NE_0706,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.102,1,Paclitaxel,3.88,95.77
NE_0707,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.272,0,Paclitaxel,2.37,84.69
NE_0708,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.137,0,Curcumin,8.56,75.96
NE_0709,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.369,0,Curcumin,9.21,79.29
NE_0710,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.399,0,Curcumin,16.62,73.04
NE_0711,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.246,1,Celecoxib,191.5,92.46
NE_0712,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.174,0,Paclitaxel,4.69,82.52
NE_0713,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.133,0,Ibuprofen,33.21,79.1
NE_0714,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.109,0,Paclitaxel,5.58,86.57
NE_0715,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.226,0,Ibuprofen,42.16,74.9
NE_0716,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.138,1,Paclitaxel,3.52,93.4
NE_0717,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.166,0,Curcumin,14.39,73.61
NE_0718,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.224,0,Curcumin,14.0,74.26
NE_0719,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.174,1,Celecoxib,170.68,93.04
NE_0720,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.315,0,Ibuprofen,35.34,86.34
NE_0721,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.403,0,Curcumin,9.62,70.14
NE_0722,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.182,0,Ibuprofen,34.35,73.72
NE_0723,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.231,0,Curcumin,11.32,83.79
NE_0724,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.362,0,Celecoxib,185.96,70.79
NE_0725,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.324,0,Ibuprofen,31.37,71.77
NE_0726,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.417,0,Curcumin,13.53,73.52
NE_0727,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.436,0,Celecoxib,183.03,75.21
NE_0728,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.343,0,Curcumin,17.07,86.24
NE_0729,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.351,0,Celecoxib,136.63,77.33
NE_0730,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.441,0,Curcumin,9.38,84.37
NE_0731,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.299,0,Curcumin,15.96,87.78
NE_0732,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.291,0,Ibuprofen,46.46,87.91
NE_0733,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.353,0,Curcumin,9.45,76.87
NE_0734,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.181,0,Curcumin,15.22,77.39
NE_0735,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.446,0,Curcumin,10.23,78.16
NE_0736,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.232,1,Celecoxib,158.19,98.56
NE_0737,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.441,0,Celecoxib,151.7,70.65
NE_0738,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.358,0,Celecoxib,173.52,77.85
NE_0739,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.306,0,Paclitaxel,5.1,87.25
NE_0740,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.341,0,Ibuprofen,41.63,71.81
NE_0741,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.232,1,Ibuprofen,38.39,95.84
NE_0742,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.342,0,Ibuprofen,46.25,88.27
NE_0743,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.259,1,Celecoxib,197.93,93.77
NE_0744,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.258,1,Celecoxib,161.37,98.99
NE_0745,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.129,1,Paclitaxel,2.47,95.43
NE_0746,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.163,0,Paclitaxel,3.62,72.8
NE_0747,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.181,0,Curcumin,16.85,77.37
NE_0748,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.198,1,Celecoxib,193.55,98.51
NE_0749,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.106,0,Curcumin,14.65,73.28
NE_0750,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.294,0,Paclitaxel,5.51,82.61
NE_0751,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.369,0,Celecoxib,174.57,77.9
NE_0752,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.352,0,Curcumin,15.84,70.44
NE_0753,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.403,0,Paclitaxel,3.34,71.54
NE_0754,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.224,0,Curcumin,12.04,73.54
NE_0755,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.3,0,Curcumin,10.76,87.99
NE_0756,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.236,0,Curcumin,12.59,71.01
NE_0757,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.179,1,Celecoxib,155.54,92.4
NE_0758,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.372,0,Paclitaxel,4.01,81.19
NE_0759,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.144,0,Curcumin,17.43,81.68
NE_0760,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.12,1,Paclitaxel,2.94,94.83
NE_0761,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.446,0,Paclitaxel,5.03,71.18
NE_0762,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.229,0,Curcumin,12.6,73.28
NE_0763,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.124,0,Curcumin,12.99,79.39
NE_0764,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.387,0,Ibuprofen,54.89,83.83
NE_0765,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.29,1,Paclitaxel,3.14,96.28
NE_0766,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.428,0,Ibuprofen,41.41,82.16
NE_0767,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.111,0,Paclitaxel,3.11,83.14
NE_0768,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.412,0,Curcumin,10.21,80.88
NE_0769,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.115,0,Ibuprofen,44.88,76.8
NE_0770,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.189,0,Ibuprofen,47.65,79.96
NE_0771,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.402,0,Curcumin,11.75,75.59
NE_0772,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.193,0,Curcumin,8.77,82.23
NE_0773,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.222,0,Curcumin,17.39,72.46
NE_0774,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.323,0,Curcumin,15.03,76.58
NE_0775,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.25,0,Curcumin,9.7,72.41
NE_0776,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.37,0,Paclitaxel,5.59,71.67
NE_0777,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.304,0,Curcumin,13.04,81.18
NE_0778,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.22,0,Paclitaxel,6.46,78.35
NE_0779,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.224,1,Celecoxib,145.75,95.47
NE_0780,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.343,0,Curcumin,16.99,84.06
NE_0781,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.129,1,Celecoxib,120.53,98.85
NE_0782,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.353,0,Curcumin,15.08,78.06
NE_0783,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.216,1,Celecoxib,159.22,95.46
NE_0784,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.321,0,Paclitaxel,4.53,78.47
NE_0785,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.192,0,Celecoxib,195.59,86.4
NE_0786,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.335,0,Curcumin,8.74,86.37
NE_0787,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.243,1,Celecoxib,146.38,95.94
NE_0788,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.189,1,Celecoxib,184.56,96.77
NE_0789,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.211,0,Curcumin,12.51,84.33
NE_0790,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.367,0,Curcumin,17.91,82.12
NE_0791,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.316,0,Curcumin,8.62,75.69
NE_0792,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.249,1,Celecoxib,208.89,94.84
NE_0793,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.403,0,Curcumin,16.37,84.41
NE_0794,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.331,0,Curcumin,12.28,71.73
NE_0795,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.224,1,Celecoxib,200.73,97.43
NE_0796,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.116,0,Ibuprofen,48.09,87.92
NE_0797,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.332,0,Curcumin,9.81,80.87
NE_0798,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.255,1,Ibuprofen,49.27,93.54
NE_0799,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.25,1,Celecoxib,170.06,97.64
NE_0800,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.102,1,Celecoxib,142.16,92.45
NE_0801,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.254,0,Paclitaxel,3.12,77.12
NE_0802,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.257,1,Paclitaxel,4.72,98.61
NE_0803,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.319,0,Paclitaxel,4.89,84.47
NE_0804,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.358,0,Ibuprofen,41.74,75.02
NE_0805,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.39,0,Celecoxib,195.13,80.58
NE_0806,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.331,0,Celecoxib,206.2,80.63
NE_0807,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.222,0,Curcumin,16.43,87.06
NE_0808,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.3,0,Ibuprofen,37.55,71.62
NE_0809,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.372,0,Ibuprofen,38.38,77.38
NE_0810,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.232,0,Paclitaxel,6.07,77.97
NE_0811,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.42,0,Ibuprofen,53.49,83.48
NE_0812,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.17,1,Celecoxib,169.48,93.88
NE_0813,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.193,1,Celecoxib,144.36,96.35
NE_0814,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.139,1,Celecoxib,152.19,96.62
NE_0815,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.382,0,Ibuprofen,43.08,76.55
NE_0816,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.347,0,Curcumin,14.82,80.98
NE_0817,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.193,1,Celecoxib,159.84,98.13
NE_0818,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.314,0,Paclitaxel,3.85,76.28
NE_0819,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.217,1,Ibuprofen,54.8,96.28
NE_0820,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.141,0,Curcumin,16.34,70.66
NE_0821,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.438,0,Paclitaxel,5.91,83.65
NE_0822,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.258,1,Paclitaxel,6.08,98.54
NE_0823,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.275,0,Ibuprofen,44.93,78.56
NE_0824,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.313,0,Celecoxib,139.45,85.42
NE_0825,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.247,0,Ibuprofen,40.6,79.49
NE_0826,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.362,0,Paclitaxel,4.77,81.84
NE_0827,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.225,1,Celecoxib,152.21,95.95
NE_0828,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.282,0,Curcumin,17.72,78.4
NE_0829,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.408,0,Paclitaxel,2.13,79.95
NE_0830,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.123,1,Paclitaxel,2.84,95.36
NE_0831,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.35,0,Ibuprofen,54.96,71.84
NE_0832,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.379,0,Paclitaxel,4.15,76.27
NE_0833,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.362,0,Paclitaxel,3.79,74.66
NE_0834,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.416,0,Paclitaxel,6.44,78.04
NE_0835,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.16,0,Curcumin,14.16,78.65
NE_0836,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.227,0,Curcumin,9.11,83.12
NE_0837,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.245,0,Paclitaxel,4.42,82.73
NE_0838,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.272,0,Ibuprofen,35.33,76.55
NE_0839,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.179,0,Paclitaxel,6.2,80.44
NE_0840,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.203,0,Ibuprofen,50.67,75.72
NE_0841,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.41,0,Curcumin,12.02,86.08
NE_0842,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.298,0,Curcumin,10.92,73.29
NE_0843,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.155,0,Curcumin,14.76,73.0
NE_0844,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.242,1,Paclitaxel,6.26,93.17
NE_0845,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.241,0,Curcumin,16.62,84.83
NE_0846,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.251,0,Paclitaxel,6.4,80.33
NE_0847,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.202,1,Paclitaxel,4.1,92.6
NE_0848,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.307,0,Ibuprofen,49.09,81.53
NE_0849,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.295,0,Ibuprofen,42.49,79.95
NE_0850,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.257,1,Celecoxib,182.53,97.78
NE_0851,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.209,0,Ibuprofen,44.53,87.34
NE_0852,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.103,1,Celecoxib,138.02,98.07
NE_0853,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.318,0,Celecoxib,150.74,77.72
NE_0854,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.339,0,Ibuprofen,37.19,72.15
NE_0855,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.373,0,Celecoxib,165.97,88.14
NE_0856,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.191,0,Ibuprofen,44.73,76.9
NE_0857,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.199,1,Paclitaxel,5.72,92.45
NE_0858,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.25,1,Celecoxib,124.04,95.05
NE_0859,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.218,1,Celecoxib,165.99,94.41
NE_0860,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.311,0,Curcumin,11.46,73.9
NE_0861,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.152,0,Ibuprofen,36.75,72.52
NE_0862,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.139,0,Paclitaxel,3.85,74.44
NE_0863,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.329,0,Celecoxib,207.15,70.9
NE_0864,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.236,0,Curcumin,17.4,71.57
NE_0865,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.14,0,Ibuprofen,37.04,77.11
NE_0866,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.279,0,Curcumin,15.15,79.36
NE_0867,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.148,0,Curcumin,12.07,81.32
NE_0868,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.285,0,Paclitaxel,2.04,79.95
NE_0869,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.316,0,Paclitaxel,5.79,78.41
NE_0870,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.371,0,Celecoxib,160.96,82.99
NE_0871,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.149,1,Paclitaxel,4.74,93.63
NE_0872,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.319,0,Paclitaxel,2.65,81.6
NE_0873,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.228,0,Curcumin,13.08,82.69
NE_0874,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.423,0,Curcumin,16.21,72.02
NE_0875,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.234,0,Curcumin,14.2,78.34
NE_0876,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.319,0,Ibuprofen,40.35,75.83
NE_0877,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.191,0,Paclitaxel,3.03,72.57
NE_0878,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.14,0,Curcumin,9.69,78.8
NE_0879,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.153,1,Celecoxib,157.82,97.32
NE_0880,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.24,0,Paclitaxel,2.24,72.15
NE_0881,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.154,0,Ibuprofen,52.63,76.11
NE_0882,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.444,0,Celecoxib,165.16,77.22
NE_0883,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.392,0,Ibuprofen,53.83,86.78
NE_0884,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.124,0,Ibuprofen,33.01,84.29
NE_0885,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.388,0,Curcumin,11.31,84.92
NE_0886,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.133,0,Ibuprofen,30.3,72.04
NE_0887,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.371,0,Curcumin,14.07,85.83
NE_0888,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.344,0,Ibuprofen,40.97,81.23
NE_0889,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.241,1,Celecoxib,120.73,94.95
NE_0890,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.265,1,Celecoxib,188.33,97.53
NE_0891,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.43,0,Paclitaxel,5.07,71.26
NE_0892,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.36,0,Curcumin,16.84,71.64
NE_0893,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.177,0,Paclitaxel,3.55,72.22
